ID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
82223,3600,3600,16.29%,36 months,24.90%,OWN,3666.67,16,11927,3,10+ years
33095,5000,5000,15.96%,36 months,14.36%,RENT,8166.67,7,7900,1,10+ years
43203,24000,23947.48,19.03%,60 months,3.63%,RENT,7500,6,8568,1,10+ years
74186,12700,12700,11.14%,36 months,10.53%,OWN,3333.33,6,8948,0,< 1 year
91562,8000,8000,11.14%,36 months,5.98%,MORTGAGE,4333.33,5,11822,2,10+ years
21688,5000,5000,17.14%,60 months,4.17%,MORTGAGE,3000,4,760,1,10+ years
53042,6600,6600,6.03%,36 months,16.69%,MORTGAGE,6250,14,17258,0,10+ years
83773,21850,21850,15.80%,36 months,26.29%,RENT,10000,20,43173,1,4 years
62753,1200,1200,15.80%,36 months,9.99%,RENT,3833.33,10,6520,1,10+ years
91853,24000,24000,7.90%,36 months,13.55%,MORTGAGE,7233.33,6,26039,0,< 1 year
89378,7750,7750,13.11%,36 months,27.28%,MORTGAGE,4208.33,14,11840,0,2 years
35740,30000,30000,7.51%,36 months,1.08%,OWN,10416.67,6,740,0,5 years
99247,14075,14075,16.29%,36 months,11.02%,MORTGAGE,10416.67,10,7653,3,10+ years
24454,2500,2500,10.59%,60 months,2.15%,OWN,3958,4,3417,0,2 years
31943,11600,11600,6.99%,36 months,8.62%,RENT,5833.33,8,2671,1,< 1 year
30560,21600,20550,10.59%,36 months,9.40%,MORTGAGE,9000,16,43362,0,10+ years
49263,18000,18000,21.48%,60 months,15.82%,RENT,6500,10,4256,0,10+ years
11875,8000,8000,10.38%,36 months,1.82%,RENT,2800,5,2186,0,3 years
62035,4000,4000,12.12%,36 months,18.44%,RENT,2250,7,1955,0,< 1 year
65041,12000,11975,6.62%,36 months,1.43%,RENT,9666.67,5,4693,0,1 year
40616,15000,15000,13.49%,36 months,9.73%,RENT,3000,9,7005,1,4 years
55999,8600,8600,13.99%,36 months,9.09%,RENT,4500,6,11183,0,5 years
28276,16000,13150,8.49%,36 months,10.30%,RENT,5416.67,15,15119,0,6 years
70001,12000,12000,12.12%,36 months,20.32%,MORTGAGE,5166.67,9,10054,1,4 years
57586,2500,2500,17.27%,36 months,11.34%,MORTGAGE,5833.33,8,14122,0,8 years
7173,20000,19900,10.62%,36 months,12.58%,MORTGAGE,2416.67,5,6011,0,1 year
13279,13000,12850,10.38%,36 months,11.72%,MORTGAGE,10533.33,13,37252,0,< 1 year
81914,5000,5000,10.16%,36 months,24.50%,MORTGAGE,6250,9,33705,0,6 years
95994,20000,19950,11.14%,36 months,17.37%,MORTGAGE,6650,9,19955,1,10+ years
45033,2000,2000,14.65%,36 months,16.66%,OWN,2083.33,5,2566,1,5 years
35596,20000,20000,12.69%,36 months,15.55%,RENT,6166.67,6,22739,2,< 1 year
49985,20000,19925,12.12%,36 months,10.32%,RENT,3750,6,15762,0,2 years
30756,35000,34975,16.49%,60 months,7.45%,MORTGAGE,10416.67,7,31414,0,8 years
89741,12000,12000,17.77%,36 months,9.86%,RENT,3083.33,10,4390,0,4 years
76324,18000,18000,15.31%,60 months,22.93%,RENT,5734.08,13,2819,0,4 years
18447,8000,8000,13.72%,36 months,9.67%,RENT,7758.33,6,12110,1,2 years
50389,35000,35000,21.97%,60 months,21.31%,MORTGAGE,7833.33,14,27610,1,5 years
79363,2100,2100,12.12%,36 months,25.77%,RENT,2555.16,8,21190,0,10+ years
49074,12375,12375,13.67%,36 months,22.42%,MORTGAGE,2083.33,8,12226,0,3 years
56692,8000,8000,17.27%,36 months,7.32%,RENT,5833.33,8,5350,2,4 years
363,10000,4082.56,13.30%,36 months,6.31%,OWN,10000,11,28653,0,10+ years
48581,13000,13000,10.74%,36 months,15.46%,RENT,2166.67,4,11101,0,3 years
1340,7500,6392.86,10.83%,36 months,20.91%,MORTGAGE,7500,12,120338,0,2 years
84644,12000,12000,14.09%,36 months,10.21%,MORTGAGE,20833.33,17,23800,2,4 years
38540,14750,14750,16.77%,60 months,17.32%,MORTGAGE,2500,8,11003,1,8 years
54710,20000,20000,13.99%,36 months,9.57%,RENT,3750,13,9775,1,10+ years
58027,11000,11000,13.67%,36 months,13.44%,MORTGAGE,4666.67,8,10482,0,6 years
35682,13000,13000,14.27%,60 months,18.08%,RENT,3302,5,15076,3,4 years
52860,15000,15000,13.11%,36 months,19.36%,OWN,5000,10,16618,0,10+ years
42374,8000,8000,7.90%,36 months,23.69%,MORTGAGE,7083.33,17,15497,1,1 year
84317,35000,35000,13.11%,60 months,12.02%,MORTGAGE,20833.33,13,40765,0,5 years
54289,7500,7500,19.99%,36 months,19.06%,RENT,3348,8,5322,0,10+ years
47673,20000,20000,7.90%,36 months,20.95%,RENT,4333.33,9,13169,1,10+ years
6528,20800,20775,11.48%,36 months,21.77%,OWN,11666.67,6,682,1,10+ years
3320,12000,3725,14.11%,36 months,7.23%,MORTGAGE,3750,6,13018,3,1 year
87968,16475,16475,14.33%,60 months,15.96%,MORTGAGE,3333.33,7,5568,1,8 years
59190,6000,6000,13.11%,36 months,21.34%,MORTGAGE,5416.67,19,15107,2,10+ years
44163,16000,16000,16.29%,60 months,5.76%,MORTGAGE,5083.33,7,8729,1,10+ years
37090,10000,10000,18.64%,60 months,12.19%,RENT,6800,24,8311,1,4 years
77043,13000,13000,14.33%,36 months,11.08%,MORTGAGE,3358.33,7,6327,1,10+ years
63299,14300,14300,14.09%,36 months,21.74%,MORTGAGE,7750,11,25213,2,4 years
66360,10000,10000,8.90%,36 months,20.10%,RENT,2870.42,11,18802,0,3 years
22982,12000,11998.2,10.37%,36 months,16.98%,RENT,3916.67,10,7489,0,3 years
70285,6000,6000,14.09%,36 months,9.93%,RENT,4250,6,5815,1,3 years
19961,20000,15000,17.51%,60 months,15.97%,MORTGAGE,5373.33,18,25058,0,3 years
91669,21000,21000,11.14%,60 months,16.18%,MORTGAGE,7083.33,8,22298,1,9 years
31787,2200,2200,13.49%,36 months,3.27%,OWN,6666.67,2,10142,0,5 years
92839,25000,25000,22.47%,60 months,23.62%,MORTGAGE,5000,16,25348,1,3 years
45527,7900,7900,13.67%,36 months,8.40%,RENT,3000,5,8990,0,2 years
27693,10000,10000,5.42%,36 months,10.41%,MORTGAGE,7500,11,11532,0,9 years
54487,33000,33000,7.62%,36 months,0.26%,MORTGAGE,102750,7,95435,0,10+ years
26919,10000,10000,15.62%,36 months,12.19%,RENT,7500,12,17133,1,10+ years
38833,15000,15000,11.71%,36 months,11.70%,RENT,6250,6,6622,0,6 years
11723,20000,20000,18.30%,60 months,15.91%,MORTGAGE,5833,5,16140,1,10+ years
29547,5425,5425,8.49%,36 months,21.16%,MORTGAGE,6333.33,21,25996,3,10+ years
60969,8000,8000,13.11%,36 months,26.11%,MORTGAGE,4166.67,15,11500,0,< 1 year
15825,10000,9975,9.99%,36 months,14.30%,MORTGAGE,3833.33,10,9346,0,5 years
40066,3000,3000,14.27%,36 months,10.77%,OWN,3833,11,5515,1,< 1 year
93022,32000,32000,17.27%,36 months,9.96%,MORTGAGE,19166.67,8,66885,1,5 years
15351,5000,5000,6.17%,60 months,11.52%,RENT,1667,6,1108,0,3 years
40136,35000,34975,21.28%,60 months,18.21%,RENT,7916.67,8,19789,2,10+ years
78856,8325,8325,17.77%,36 months,20.75%,RENT,2000,7,7676,0,< 1 year
83749,9000,9000,17.77%,36 months,13.72%,RENT,4583.33,14,21175,1,5 years
41190,20000,20000,11.71%,60 months,10.98%,MORTGAGE,5416.67,10,20836,0,10+ years
86233,9750,9750,15.31%,36 months,14.13%,OWN,2518.67,7,13209,0,10+ years
103215,10000,9869.17,14.96%,36 months,17.79%,RENT,3750,16,7201,4,4 years
7789,12000,11925,10.62%,36 months,19.02%,RENT,5000,9,11779,0,1 year
42124,10000,10000,11.71%,36 months,8.40%,RENT,4500,8,8404,1,3 years
93394,15000,15000,13.11%,36 months,29.63%,RENT,4083.33,20,23565,4,10+ years
76693,35000,35000,8.90%,36 months,14.62%,RENT,10416.67,9,21321,0,10+ years
7880,14000,13825,10.25%,36 months,9.26%,MORTGAGE,8333.33,8,40267,1,10+ years
66605,5000,5000,15.80%,36 months,34.20%,RENT,3750,18,5414,3,3 years
101065,20675,20675,17.27%,60 months,13.30%,RENT,3916.67,5,2449,0,1 year
104008,17000,16975,13.98%,36 months,17.65%,MORTGAGE,9166.67,14,16230,4,3 years
101568,3000,1300,13.75%,36 months,19.30%,RENT,1000,12,2545,4,< 1 year
20698,15000,15000,13.06%,36 months,22.69%,MORTGAGE,3750,12,21016,0,10+ years
56271,15000,15000,12.12%,36 months,3.41%,RENT,3166.67,5,3338,0,3 years
78862,20125,20125,7.62%,36 months,4.29%,MORTGAGE,3750,13,73952,0,1 year
12114,6000,6000,7.88%,36 months,9.60%,MORTGAGE,5500,6,790,1,3 years
92524,14675,14625,13.11%,36 months,19.20%,MORTGAGE,4416.67,16,17930,2,10+ years
49573,5000,5000,15.31%,36 months,4.91%,RENT,7083.33,12,8225,1,5 years
66184,6000,6000,6.62%,36 months,3.88%,MORTGAGE,5000,5,4242,0,1 year
43444,9000,9000,15.27%,36 months,24.06%,RENT,4500,10,8533,1,10+ years
15704,25000,15925,10.36%,60 months,11.22%,RENT,7916.67,6,36534,1,2 years
11376,24000,7100,11.12%,60 months,11.99%,OWN,5686.67,6,1726,2,2 years
57677,6000,6000,13.99%,36 months,12.98%,MORTGAGE,10000,9,8230,0,5 years
31960,9200,9200,7.49%,36 months,21.52%,RENT,2416.67,10,21323,1,10+ years
38432,4000,4000,18.64%,60 months,19.15%,RENT,4000,9,16543,2,6 years
47048,12000,12000,13.11%,36 months,8.05%,MORTGAGE,3416.67,6,7708,0,4 years
41589,10000,10000,19.91%,36 months,23.35%,MORTGAGE,6000,34,19424,1,5 years
42032,18750,18750,18.25%,60 months,12.54%,MORTGAGE,4833.33,13,11232,2,10+ years
70987,35000,35000,7.90%,36 months,20.70%,MORTGAGE,12083.33,10,28864,0,10+ years
97560,35000,35000,17.27%,60 months,27.13%,OWN,10000,11,42867,0,1 year
13996,15000,14975,15.21%,36 months,19.10%,RENT,5132,4,34044,1,3 years
25993,18000,17975,10.99%,60 months,15.35%,RENT,5666.67,12,1372,0,2 years
48955,21850,21800,13.99%,60 months,17.95%,RENT,3750,5,7102,0,3 years
29200,18000,17950,13.49%,60 months,28.35%,MORTGAGE,13333.33,23,39592,0,< 1 year
27832,18500,18500,12.99%,36 months,7.96%,RENT,5000,6,13490,0,10+ years
37906,10000,10000,11.71%,36 months,5.98%,MORTGAGE,3746.58,5,9005,0,2 years
44672,2400,2400,10.74%,36 months,11.20%,RENT,2000,4,3055,0,10+ years
16524,2000,2000,6.17%,36 months,2.63%,RENT,1600,9,736,0,3 years
83857,35000,35000,18.49%,36 months,16.33%,RENT,11000,15,13766,1,n/a
36466,12000,11950,8.90%,60 months,9.75%,MORTGAGE,9866,9,2787,0,4 years
58263,17000,17000,13.11%,36 months,16.92%,RENT,5083.33,10,8890,0,7 years
78732,13600,13600,8.90%,36 months,10.94%,RENT,10000,15,18028,0,10+ years
32181,NA,10000,11.71%,36 months,2.18%,RENT,5500,3,5623,0,4 years
69095,5000,5000,7.62%,36 months,17.10%,RENT,1750,7,8162,0,4 years
78588,8000,8000,7.90%,36 months,22.83%,MORTGAGE,3750,8,2719,2,6 years
18942,24250,24225,18.62%,60 months,22.74%,RENT,5000,13,14392,1,2 years
97487,12825,12825,17.77%,36 months,24.41%,MORTGAGE,3416.67,15,8539,1,10+ years
48489,30000,30000,24.33%,60 months,11.24%,RENT,11250,12,41592,0,6 years
96709,10400,10350,13.11%,36 months,7.59%,OWN,6166.67,10,14193,0,7 years
83807,12300,12300,13.11%,36 months,8.01%,OWN,3083.33,6,6162,0,9 years
76355,10000,10000,12.12%,36 months,16.93%,MORTGAGE,3816.67,8,10830,2,7 years
35935,5000,5000,9.91%,36 months,28.77%,RENT,3166.67,3,0,1,n/a
57425,3000,3000,19.99%,60 months,19.63%,MORTGAGE,4416.67,4,0,1,5 years
25674,15000,15000,12.99%,60 months,17.45%,RENT,5666.67,13,10855,0,3 years
69724,35000,34950,23.76%,60 months,24.22%,RENT,7331.25,16,28687,2,4 years
18933,10000,10000,10.74%,36 months,22.74%,MORTGAGE,5416.67,4,20143,1,10+ years
13096,6500,6450,10.38%,60 months,6.86%,MORTGAGE,2738.67,10,2345,1,8 years
10819,15000,14450,11.86%,60 months,16.38%,MORTGAGE,6166.67,6,42971,0,10+ years
15213,20000,12150,6.54%,60 months,12.36%,OWN,5000,9,7960,2,10+ years
78336,2000,2000,13.11%,36 months,19.13%,RENT,2916.67,7,4376,0,10+ years
40840,5000,5000,7.90%,36 months,16.44%,MORTGAGE,2298.75,10,12346,0,10+ years
101034,5000,5000,15.31%,36 months,20.54%,MORTGAGE,4166.67,18,12929,3,10+ years
51163,22500,22500,7.90%,36 months,19.93%,OWN,5208.33,5,22876,0,10+ years
32215,6000,5975,6.03%,36 months,11.41%,MORTGAGE,6250,9,89985,2,n/a
84582,18000,17975,18.75%,60 months,23.34%,MORTGAGE,5416.67,10,14744,2,2 years
65121,21000,21000,19.05%,60 months,16.24%,RENT,8416.67,8,8764,2,5 years
51948,5300,5300,7.90%,36 months,12.82%,RENT,5500,8,9996,2,1 year
10917,6000,5950,10.38%,36 months,6.61%,RENT,2300,5,4006,1,2 years
72072,3000,3000,14.09%,36 months,12.36%,RENT,4789.33,9,1353,2,10+ years
49761,9000,9000,9.76%,36 months,18.67%,MORTGAGE,5833.33,12,12035,0,10+ years
50231,3000,3000,18.25%,36 months,23.18%,MORTGAGE,4820,23,7949,3,7 years
45222,26500,26500,9.76%,60 months,17.19%,MORTGAGE,5416.67,13,9966,0,10+ years
19328,7500,7500,16.40%,36 months,13.34%,RENT,4166.67,8,7430,0,< 1 year
66149,4000,4000,10.16%,36 months,4.58%,RENT,3168,5,6916,2,< 1 year
23944,10000,9975,17.99%,60 months,8.93%,RENT,4300,4,37,1,10+ years
24608,2200,2200,15.23%,36 months,16.20%,RENT,2500,7,2476,2,2 years
3178,7000,6975,13.16%,36 months,22.32%,MORTGAGE,3041.67,13,15394,1,< 1 year
93711,10000,10000,15.80%,36 months,13.32%,RENT,5000,16,11286,1,< 1 year
75034,24575,24575,16.29%,36 months,19.60%,MORTGAGE,5250,8,20858,2,10+ years
31254,17000,17000,11.49%,36 months,13.69%,RENT,5083.33,9,13883,0,4 years
39591,7200,7200,7.90%,36 months,7.98%,RENT,5666.67,5,8783,0,3 years
70589,7200,7200,12.12%,36 months,29.38%,RENT,4166.67,12,5165,0,10+ years
17664,20000,16275,6.17%,36 months,12.27%,MORTGAGE,8083.33,13,29813,1,10+ years
41198,12000,12000,6.62%,36 months,21.66%,RENT,5250,11,20639,0,< 1 year
17016,9600,9600,14.46%,60 months,10.27%,RENT,5500,8,8359,2,3 years
89068,12000,12000,15.31%,36 months,25.86%,OWN,3333.33,9,10310,0,n/a
76404,14675,14675,14.33%,36 months,26.92%,RENT,3150,9,7246,1,8 years
94245,16800,16800,14.33%,60 months,21.75%,MORTGAGE,6666.67,14,23740,0,1 year
30441,30000,22425,10.59%,36 months,8.15%,MORTGAGE,22916.67,13,1945,0,4 years
11304,5000,5000,15.21%,60 months,10.38%,RENT,6833.33,11,5045,1,8 years
31815,4500,4500,8.49%,36 months,2.54%,RENT,2166.67,2,527,1,3 years
16023,4500,4500,6.54%,36 months,15.82%,MORTGAGE,3250,16,6049,0,10+ years
34501,20000,19975,23.91%,60 months,9.47%,MORTGAGE,11250,5,11168,0,< 1 year
8291,3250,3250,12.73%,36 months,21.44%,MORTGAGE,5000,12,20564,0,3 years
40971,16000,16000,6.03%,36 months,6.07%,RENT,12916.67,8,26635,1,10+ years
95637,3800,3800,21.98%,36 months,8.31%,RENT,4333.33,6,4843,2,7 years
37228,33600,32058.53,20.30%,60 months,13.56%,MORTGAGE,20000,12,17285,0,2 years
77987,18000,18000,20.49%,60 months,29.25%,RENT,3750,18,8165,0,6 years
3755,9000,8996.01,15.05%,36 months,23.75%,RENT,5166.67,7,15149,1,1 year
16996,3000,2950,5.79%,36 months,8.49%,RENT,5416.67,13,10380,1,1 year
72217,25000,25000,13.11%,36 months,18.36%,MORTGAGE,14166.67,21,96169,0,10+ years
60625,9250,9250,12.12%,36 months,29.46%,MORTGAGE,3333.33,10,5440,0,10+ years
66892,12250,12250,18.75%,36 months,17.21%,OWN,2916.67,7,10523,0,7 years
34122,15000,15000,10.65%,36 months,16.15%,MORTGAGE,7083.33,14,338,2,9 years
93501,10750,10750,8.90%,36 months,6.04%,OWN,2750,5,4693,0,5 years
94386,6250,6250,13.11%,36 months,28.61%,RENT,1779.17,19,7455,1,3 years
71489,8000,8000,14.09%,36 months,12.06%,RENT,5000,10,.,1,6 years
32974,3000,3000,12.69%,36 months,3.12%,RENT,2083.33,3,844,0,3 years
4730,10000,9975,11.14%,36 months,12.92%,RENT,2500,8,14257,0,3 years
48854,12200,12200,21.48%,60 months,9.12%,RENT,6666.67,9,17282,0,10+ years
66528,9600,9600,14.33%,36 months,20.69%,MORTGAGE,2750,16,11518,0,10+ years
102010,5600,4350,12.92%,36 months,8.20%,RENT,2500,6,18718,2,4 years
46421,13475,13475,12.12%,36 months,19.46%,MORTGAGE,2250,3,11674,0,< 1 year
71758,25000,25000,15.31%,36 months,13%,RENT,5416.67,10,22824,0,6 years
31654,4350,4350,5.99%,36 months,3.12%,OWN,2600,5,866,0,< 1 year
62867,7000,7000,18.49%,36 months,15.92%,RENT,5000,11,13665,1,5 years
80231,19000,19000,7.90%,36 months,9.76%,MORTGAGE,5166.67,18,43617,2,10+ years
41739,25475,25375,19.03%,60 months,21.98%,RENT,5000.67,17,24081,1,< 1 year
40127,1400,1400,12.69%,36 months,5.93%,OWN,4583.33,3,1029,0,1 year
33923,4000,4000,11.71%,60 months,13.17%,RENT,3500,6,5915,0,3 years
92186,15000,15000,12.12%,36 months,14.22%,MORTGAGE,5416.67,10,9237,0,< 1 year
82091,9600,9600,11.14%,36 months,23.62%,MORTGAGE,4389.92,10,2195,1,8 years
79400,10000,10000,14.09%,36 months,17.79%,RENT,3333.33,9,10525,0,10+ years
13069,6000,6000,13.23%,36 months,22.47%,MORTGAGE,9367,13,33815,0,1 year
14434,6000,5975,11.12%,36 months,20.59%,OWN,5750,18,21440,0,10+ years
13412,15000,13885.68,17.93%,60 months,8.06%,RENT,12500,14,8296,0,7 years
69014,4000,4000,11.14%,36 months,33.80%,MORTGAGE,3333.33,12,12922,0,4 years
49956,32000,32000,16.29%,60 months,15.14%,RENT,7055,8,16174,1,6 years
6466,24250,24144.61,11.83%,36 months,4.79%,RENT,12000,10,2097,1,< 1 year
10852,9000,8882.52,11.49%,60 months,13.87%,MORTGAGE,10000,10,4546,0,3 years
7558,4200,4200,11.36%,36 months,7.49%,MORTGAGE,2750,12,4898,1,5 years
55042,9000,8975,14.65%,36 months,14.36%,RENT,2500,10,11540,0,< 1 year
50673,10625,10625,7.90%,36 months,22.35%,MORTGAGE,3333.33,15,15946,0,10+ years
51087,10000,10000,9.76%,36 months,14.08%,MORTGAGE,5416.67,8,10560,0,3 years
40351,7050,7050,13.49%,36 months,14.05%,MORTGAGE,5624,6,2530,3,4 years
11174,7350,7325,11.12%,36 months,20.15%,MORTGAGE,4000,17,33178,0,4 years
41948,8450,8450,7.90%,36 months,10.93%,RENT,3000,6,7603,1,3 years
18512,12000,11975,14.83%,60 months,22.31%,RENT,4186,9,9398,0,3 years
73194,14575,14575,19.05%,36 months,24.23%,RENT,3833.33,13,13753,0,10+ years
5794,2500,2500,13.22%,36 months,15.60%,MORTGAGE,3166.67,10,3777,2,< 1 year
11953,4800,4800,7.88%,60 months,7.88%,MORTGAGE,1600,6,4191,1,n/a
56056,12000,12000,6.03%,36 months,22.57%,MORTGAGE,7500,8,5116,0,10+ years
53652,13600,13575,6.62%,36 months,17.31%,MORTGAGE,11250,11,77377,1,4 years
85685,10500,10500,12.12%,36 months,11.18%,RENT,6666.67,16,7738,1,7 years
73773,5175,5175,17.77%,36 months,22.93%,RENT,1500,9,8577,1,5 years
72356,28200,28150,10.16%,60 months,10.35%,MORTGAGE,5900,13,20670,0,10+ years
35260,2500,2500,8.90%,36 months,22.49%,RENT,2583.33,7,5883,3,2 years
27901,14400,14400,11.99%,36 months,13.48%,MORTGAGE,10408,9,34354,1,5 years
16346,5000,4900,5.79%,36 months,9.18%,RENT,5520,10,7351,0,7 years
73961,13750,13750,14.09%,36 months,24.77%,RENT,3000,12,16734,1,1 year
10487,9000,8875,7.88%,36 months,14.51%,MORTGAGE,5708.33,9,12217,0,7 years
3532,20000,13975,11.89%,36 months,2.89%,MORTGAGE,5050,6,6863,4,10+ years
73164,5000,5000,8.90%,36 months,21.47%,RENT,3000,4,12841,0,3 years
57072,20000,19975,13.99%,60 months,31.20%,RENT,4166.67,9,8810,0,6 years
57593,16000,16000,17.99%,36 months,5.64%,RENT,7415.83,10,21686,3,10+ years
67373,10050,9900,6.03%,36 months,20.72%,RENT,2500,11,13669,0,9 years
78043,8475,8475,7.62%,36 months,15.88%,RENT,3983.33,9,6882,0,n/a
68628,.,15875,14.33%,36 months,17.44%,MORTGAGE,3416.67,11,15891,0,2 years
34996,5000,5000,6.03%,36 months,2.92%,RENT,3033,7,3663,0,8 years
98156,10000,10000,13.11%,36 months,5.30%,RENT,6250,5,9620,1,2 years
53853,9600,9600,7.62%,36 months,3.45%,RENT,11250,13,4606,0,< 1 year
78078,5500,5500,15.80%,36 months,20.18%,RENT,5416.67,13,13079,3,9 years
98954,24000,24000,16.29%,36 months,29.05%,MORTGAGE,5577.26,10,13393,1,2 years
12157,12000,11650,13.23%,60 months,20.76%,MORTGAGE,5683,15,21583,2,3 years
70028,16950,16950,17.27%,60 months,26.62%,MORTGAGE,3583.33,7,12588,3,10+ years
45094,12000,12000,17.99%,36 months,19.89%,RENT,5129,8,8923,0,5 years
13652,4800,4800,10.75%,36 months,22.63%,RENT,1750,6,11234,0,5 years
73741,15000,15000,13.11%,36 months,12.78%,RENT,9000,19,11016,0,< 1 year
39314,12000,12000,7.51%,36 months,13.30%,RENT,7166.67,16,13715,1,4 years
48636,15000,15000,14.65%,36 months,5.52%,MORTGAGE,5416.67,9,13775,1,10+ years
42253,20000,19925,18.64%,60 months,15.41%,MORTGAGE,6250,5,3105,1,10+ years
61049,8500,8500,15.31%,36 months,7.56%,RENT,3333.33,5,8844,0,< 1 year
22637,2800,2800,14.17%,36 months,0%,MORTGAGE,3458,3,0,2,10+ years
40756,9600,9600,14.65%,36 months,2.21%,RENT,5833.33,7,5879,1,7 years
60695,12000,12000,18.75%,36 months,27.32%,MORTGAGE,13333.33,18,62069,0,5 years
41813,4800,4800,14.65%,60 months,22.38%,RENT,3333,7,4147,2,3 years
49664,9600,9600,10.74%,36 months,8.62%,RENT,3458.33,4,8915,0,10+ years
81788,5000,5000,11.14%,36 months,13.61%,RENT,3333.33,10,8436,0,n/a
72251,18000,18000,19.72%,60 months,17.37%,RENT,10583.33,13,55691,0,5 years
26424,15000,14975,13.49%,36 months,3.44%,RENT,6666.67,3,2698,0,< 1 year
48235,10000,10000,6.62%,36 months,19.05%,MORTGAGE,5208.33,8,28302,0,10+ years
98090,22000,22000,15.80%,60 months,21.32%,MORTGAGE,5416.67,9,10267,1,10+ years
47597,12000,12000,19.22%,36 months,14.62%,OWN,4166.67,3,6309,0,6 years
33997,14475,14475,15.27%,36 months,23.69%,RENT,4166.67,12,13294,1,3 years
384,5000,3150,13.93%,36 months,22.57%,MORTGAGE,6000,17,29877,2,10+ years
6263,1000,1000,8.59%,36 months,10.69%,OWN,4583.33,22,17069,1,< 1 year
51742,18000,17925,19.22%,60 months,21.36%,RENT,6867.92,13,19446,0,10+ years
38247,20000,20000,11.71%,36 months,9.58%,MORTGAGE,5416.67,12,18267,1,4 years
30210,3800,3800,6.99%,36 months,3.18%,RENT,3583.33,9,3766,0,4 years
41267,35000,34975,7.90%,36 months,1.59%,RENT,18333.33,10,1992,0,1 year
47286,23000,22950,15.81%,36 months,16.02%,RENT,7083.33,8,9664,2,4 years
35468,7000,7000,7.90%,36 months,20.96%,OWN,2300,4,0,0,10+ years
16446,25000,24675,20.77%,60 months,19.12%,MORTGAGE,6000,17,12757,2,10+ years
13054,25000,24950,20.53%,60 months,18.50%,RENT,8000,9,19548,0,3 years
14118,19800,19775,13.23%,36 months,20.09%,MORTGAGE,6666.67,8,31220,0,< 1 year
34644,19425,19400,12.42%,60 months,18.45%,MORTGAGE,3225.23,10,6782,1,2 years
12788,16000,15900,15.58%,60 months,5.21%,MORTGAGE,17500,7,12643,1,5 years
81395,4500,4500,12.12%,36 months,14.32%,RENT,1250,8,6265,0,5 years
61493,10000,10000,17.77%,36 months,5.80%,RENT,7166.67,NA,15279,1,10+ years
1173,7000,1998,8.00%,36 months,6.36%,MORTGAGE,7583.33,9,21135,0,10+ years
39792,7000,7000,10.65%,36 months,7.38%,RENT,3333.33,7,12168,0,< 1 year
10096,3000,3000,14.59%,36 months,24.20%,MORTGAGE,5000,6,5527,1,5 years
19581,7500,7500,11.11%,60 months,23.63%,RENT,1820,13,4409,2,2 years
89139,16000,16000,15.31%,60 months,15.74%,RENT,11250,10,15550,0,2 years
87504,2800,2800,10.16%,36 months,12%,RENT,2083.33,7,7261,0,< 1 year
599,14700,1973.77,12.29%,36 months,21.94%,RENT,3100,14,14694,2,8 years
3204,15000,6200,12.53%,36 months,13.78%,MORTGAGE,8750,8,21702,3,1 year
98277,20700,20700,16.29%,60 months,32.95%,RENT,6250,20,22277,1,7 years
33055,2200,2200,11.71%,36 months,1.02%,MORTGAGE,7167.92,4,2639,0,3 years
103989,1750,1750,7.88%,36 months,23.35%,MORTGAGE,2000,13,13826,5,10+ years
46027,7200,7200,7.90%,36 months,24.82%,RENT,5416.67,8,12017,0,7 years
28808,10000,10000,10.99%,36 months,8.23%,OWN,5833.33,15,11620,0,< 1 year
41417,28000,27950,19.42%,60 months,4.56%,MORTGAGE,10813.17,8,9397,3,10+ years
24516,5000,5000,11.99%,60 months,14.85%,RENT,4167,10,3489,3,2 years
36929,17475,17475,9.91%,36 months,17.76%,RENT,3333.33,15,17261,1,2 years
7953,16000,16000,14.59%,36 months,9.47%,RENT,5416.67,9,15518,0,10+ years
71008,15475,15450,14.09%,36 months,26.98%,MORTGAGE,3750,14,19670,0,10+ years
73287,21850,21850,16.29%,60 months,32.13%,MORTGAGE,4628,17,32103,1,10+ years
46245,23500,23450,14.65%,36 months,19.48%,RENT,4000,7,20542,0,n/a
26323,5600,5600,7.91%,36 months,20.21%,RENT,3166.67,12,32987,0,6 years
68857,6000,6000,10.16%,36 months,15.88%,OWN,5166.67,13,8862,3,7 years
36889,10800,10800,14.65%,36 months,7.89%,RENT,9583.33,6,6487,1,< 1 year
3893,5500,5500,11.89%,36 months,17.94%,RENT,3583.33,8,5668,3,1 year
24044,20000,20000,13.99%,60 months,21.33%,OWN,4167,8,11372,3,9 years
28812,8000,8000,7.49%,36 months,2.86%,MORTGAGE,5666.67,7,5964,0,10+ years
97462,1000,1000,22.95%,36 months,19.78%,RENT,884.9,4,5561,0,n/a
6326,3600,3600,7.74%,36 months,1.41%,MORTGAGE,5666.67,6,2907,0,10+ years
88522,24000,23975,21.00%,60 months,23.69%,MORTGAGE,6500,17,36555,3,6 years
35796,12000,12000,19.91%,60 months,11.73%,RENT,3000,10,10828,0,4 years
2178,11050,10878.55,14.74%,36 months,15.47%,RENT,5250,12,27780,1,< 1 year
